batch_id,product_name,product_type,quality_grade,produced_date,expiry_date,quantity,storage_type,city,route_id,distance_km,estimated_time_hours,route_type,current_freshness,days_in_storage,temperature,humidity,delay_factor,congestion_level,demand_score,shelf_life_days,days_used,days_remaining,expiry_urgency,spoilage_risk,priority_score
B-1138,Fish,Chilled,B,2026-02-08,2026-02-13,500,Refrigerated,Houston,R-1138,424,8.48,direct,40.7,6,22.7,80.1,1.7380000000000002,Medium,77,5,6,-1,1,High,3.9
B-1139,Meat,Chilled,C,2026-02-06,2026-02-11,423,Refrigerated,New York,R-1139,370,7.12,direct,100.0,0,19.3,61.1,1.565,High,66,5,0,5,0,High,5.3
B-1140,Fish,Chilled,B,2026-02-07,2026-02-12,251,Refrigerated,Phoenix,R-1140,429,6.4,direct,69.6,9,14.1,74.6,1.8536,Medium,66,5,9,-4,1,High,4.3
B-1141,Meat,Chilled,C,2026-02-04,2026-02-09,498,Refrigerated,Chicago,R-1141,158,3.43,direct,82.4,2,19.9,32.2,1.7147999999999999,Medium,91,5,2,3,0,High,6.0
B-1142,Tomato,Fresh,A,2026-01-31,2026-02-14,309,Ambient,Los Angeles,R-1142,47,0.68,warehouse,69.1,6,21.8,76.0,1.686,Medium,77,14,6,8,0,Medium,5.1
B-1143,Milk,Chilled,A,2026-01-31,2026-02-07,180,Refrigerated,Los Angeles,R-1143,227,3.44,direct,100.0,0,4.9,63.2,1.686,Medium,56,7,0,7,0,Medium,5.0
B-1144,Onion,Fresh,C,2026-02-02,2026-02-16,487,Ambient,New York,R-1144,217,3.68,direct,100.0,0,12.4,42.9,1.565,High,69,14,0,14,0,Medium,5.5
B-1145,Fish,Chilled,B,2026-02-07,2026-02-12,362,Refrigerated,Phoenix,R-1145,25,0.4,warehouse,15.5,9,5.1,38.8,1.8536,Medium,66,5,9,-4,1,High,3.1
B-1146,Onion,Fresh,A,2026-02-07,2026-02-21,96,Ambient,Chicago,R-1146,147,2.1,warehouse,100.0,0,14.6,54.4,1.7147999999999999,Medium,55,14,0,14,0,Medium,5.1
B-1147,Tomato,Fresh,A,2026-02-07,2026-02-21,454,Ambient,New York,R-1147,65,1.23,direct,26.1,8,15.7,65.7,1.565,High,99,14,8,6,0,High,4.7
B-1148,Onion,Fresh,A,2026-02-09,2026-02-23,482,Ambient,Los Angeles,R-1148,498,7.43,warehouse,81.8,4,18.4,55.4,1.686,Medium,60,14,4,10,0,Medium,4.4
B-1149,Milk,Chilled,A,2026-02-09,2026-02-16,84,Refrigerated,Los Angeles,R-1149,449,8.63,warehouse,79.8,4,13.0,54.2,1.686,Medium,56,7,4,3,0,High,4.2
B-1150,Milk,Chilled,C,2026-02-07,2026-02-14,429,Refrigerated,Chicago,R-1150,148,1.87,warehouse,54.4,6,13.8,39.7,1.7147999999999999,Medium,42,7,6,1,1,High,3.2
B-1151,Tomato,Fresh,B,2026-02-04,2026-02-18,130,Ambient,Los Angeles,R-1151,313,7.45,warehouse,67.0,5,20.2,52.1,1.686,Medium,77,14,5,9,0,Medium,4.8
B-1152,Fish,Chilled,B,2026-02-05,2026-02-10,165,Refrigerated,Houston,R-1152,169,2.56,warehouse,78.3,7,17.9,47.7,1.7380000000000002,Medium,77,5,7,-2,1,High,5.3
B-1153,Meat,Chilled,A,2026-02-02,2026-02-07,125,Refrigerated,Phoenix,R-1153,125,1.71,direct,72.3,7,18.7,77.7,1.8536,Medium,81,5,7,-2,1,High,5.3
B-1154,Milk,Chilled,A,2026-02-05,2026-02-12,470,Refrigerated,Chicago,R-1154,287,4.42,direct,60.9,6,21.3,63.4,1.7147999999999999,Medium,42,7,6,1,1,High,3.2
B-1155,Tomato,Fresh,A,2026-02-04,2026-02-18,477,Ambient,Los Angeles,R-1155,170,2.79,direct,69.6,7,23.6,68.4,1.686,Medium,77,14,7,7,0,Medium,5.0
B-1156,Tomato,Fresh,B,2026-02-03,2026-02-17,194,Ambient,Los Angeles,R-1156,167,3.55,direct,45.5,10,21.7,53.8,1.686,Medium,77,14,10,4,0,High,4.3
B-1157,Milk,Chilled,B,2026-02-02,2026-02-09,324,Refrigerated,Houston,R-1157,49,1.11,warehouse,14.4,10,14.6,31.0,1.7380000000000002,Medium,74,7,10,-3,1,High,3.3
B-1158,Onion,Fresh,C,2026-02-05,2026-02-19,273,Ambient,Los Angeles,R-1158,33,0.46,direct,84.8,2,20.4,57.0,1.686,Medium,60,14,2,12,0,Medium,4.9
B-1159,Fish,Chilled,C,2026-01-31,2026-02-05,423,Refrigerated,Los Angeles,R-1159,320,4.92,direct,90.4,2,21.3,88.2,1.686,Medium,46,5,2,3,0,High,4.2
B-1160,Onion,Fresh,C,2026-02-03,2026-02-17,350,Ambient,Houston,R-1160,178,2.34,direct,33.7,9,21.1,34.0,1.7380000000000002,Medium,84,14,9,5,0,High,4.2
B-1161,Meat,Chilled,C,2026-02-05,2026-02-10,279,Refrigerated,New York,R-1161,74,1.76,warehouse,86.7,5,24.8,72.8,1.565,High,66,5,5,0,1,High,5.2
B-1162,Tomato,Fresh,C,2026-02-02,2026-02-16,447,Ambient,Phoenix,R-1162,222,4.93,direct,76.9,10,12.7,39.0,1.8536,Medium,95,14,10,4,0,Medium,5.9
B-1163,Fish,Chilled,C,2026-02-02,2026-02-07,185,Refrigerated,New York,R-1163,442,7.49,direct,85.7,2,24.2,62.3,1.565,High,88,5,2,3,0,High,5.6
B-1164,Fish,Chilled,C,2026-02-08,2026-02-13,208,Refrigerated,New York,R-1164,419,5.59,warehouse,19.2,10,11.7,88.4,1.565,High,88,5,10,-5,1,High,3.7
B-1165,Tomato,Fresh,B,2026-02-04,2026-02-18,250,Ambient,Houston,R-1165,79,1.36,warehouse,53.3,10,23.3,77.5,1.7380000000000002,Medium,83,14,10,4,0,Medium,4.8
B-1166,Milk,Chilled,A,2026-02-03,2026-02-10,490,Refrigerated,Phoenix,R-1166,55,0.77,direct,71.0,5,7.2,42.1,1.8536,Medium,44,7,5,2,1,Medium,3.8
B-1167,Onion,Fresh,C,2026-02-04,2026-02-18,284,Ambient,Phoenix,R-1167,412,5.64,direct,39.0,10,15.8,40.5,1.8536,Medium,99,14,10,4,0,High,4.7
B-1168,Meat,Chilled,C,2026-02-02,2026-02-07,477,Refrigerated,Houston,R-1168,347,5.34,direct,38.8,9,6.8,56.7,1.7380000000000002,Medium,90,5,9,-4,1,High,4.4
B-1169,Tomato,Fresh,A,2026-02-02,2026-02-16,163,Ambient,Los Angeles,R-1169,337,4.81,direct,70.0,8,11.6,59.8,1.686,Medium,77,14,8,6,0,Medium,4.8
B-1170,Fish,Chilled,B,2026-02-09,2026-02-14,477,Refrigerated,Phoenix,R-1170,355,4.93,warehouse,76.7,6,6.5,77.1,1.8536,Medium,66,5,6,-1,1,Medium,4.6
B-1171,Fish,Chilled,C,2026-02-05,2026-02-10,212,Refrigerated,Chicago,R-1171,297,6.91,warehouse,54.8,6,18.2,67.0,1.7147999999999999,Medium,52,5,6,-1,1,High,3.4
B-1172,Tomato,Fresh,C,2026-02-03,2026-02-17,273,Ambient,Phoenix,R-1172,386,7.72,warehouse,69.8,6,17.9,50.0,1.8536,Medium,95,14,6,8,0,Medium,5.5
B-1173,Onion,Fresh,C,2026-02-05,2026-02-19,235,Ambient,Los Angeles,R-1173,205,3.15,warehouse,87.3,2,2.3,57.0,1.686,Medium,60,14,2,12,0,Medium,4.8
B-1174,Meat,Chilled,C,2026-02-02,2026-02-07,173,Refrigerated,Houston,R-1174,182,2.72,direct,44.6,10,11.9,80.5,1.7380000000000002,Medium,90,5,10,-5,1,High,4.8
B-1175,Fish,Chilled,C,2026-02-08,2026-02-13,481,Refrigerated,New York,R-1175,78,1.13,direct,33.5,9,21.7,69.9,1.565,High,88,5,9,-4,1,High,4.4
B-1176,Fish,Chilled,B,2026-02-05,2026-02-10,374,Refrigerated,Los Angeles,R-1176,142,2.49,warehouse,74.3,7,17.6,82.5,1.686,Medium,46,5,7,-2,1,High,3.9
B-1177,Fish,Chilled,C,2026-02-07,2026-02-12,313,Refrigerated,Phoenix,R-1177,317,4.06,direct,24.7,9,20.2,44.4,1.8536,Medium,66,5,9,-4,1,High,3.1
B-1178,Onion,Fresh,A,2026-02-02,2026-02-16,352,Ambient,Phoenix,R-1178,338,4.39,warehouse,93.4,2,4.7,39.5,1.8536,Medium,99,14,2,12,0,Medium,6.4
B-1179,Tomato,Fresh,B,2026-01-31,2026-02-14,131,Ambient,Los Angeles,R-1179,161,2.56,warehouse,50.7,10,24.8,77.1,1.686,Medium,77,14,10,4,0,Medium,4.4
B-1180,Onion,Fresh,A,2026-02-01,2026-02-15,73,Ambient,Houston,R-1180,16,0.23,direct,57.5,7,12.0,79.9,1.7380000000000002,Medium,84,14,7,7,0,Medium,5.1
B-1181,Tomato,Fresh,C,2026-02-09,2026-02-23,285,Ambient,Chicago,R-1181,134,1.84,warehouse,92.7,1,4.9,81.6,1.7147999999999999,Medium,72,14,1,13,0,Medium,5.5
B-1182,Meat,Chilled,A,2026-02-05,2026-02-10,352,Refrigerated,New York,R-1182,149,2.13,direct,50.3,5,6.5,57.1,1.565,High,66,5,5,0,1,Medium,4.0
B-1183,Tomato,Fresh,B,2026-02-02,2026-02-16,293,Ambient,Los Angeles,R-1183,430,8.43,direct,100.0,0,13.6,62.6,1.686,Medium,77,14,0,14,0,Medium,5.6
B-1184,Onion,Fresh,A,2026-02-08,2026-02-22,405,Ambient,Phoenix,R-1184,337,4.27,warehouse,100.0,0,13.5,87.0,1.8536,Medium,99,14,0,14,0,Medium,6.6
B-1185,Onion,Fresh,C,2026-02-08,2026-02-22,442,Ambient,Phoenix,R-1185,147,2.62,direct,64.7,5,9.1,89.5,1.8536,Medium,99,14,5,9,0,Medium,5.8
B-1186,Tomato,Fresh,B,2026-02-09,2026-02-23,361,Ambient,New York,R-1186,395,7.75,direct,60.4,4,8.8,55.9,1.565,High,99,14,4,10,0,Medium,5.4
B-1187,Meat,Chilled,B,2026-02-07,2026-02-12,431,Refrigerated,New York,R-1187,430,6.23,direct,70.3,3,2.9,37.8,1.565,High,66,5,3,2,1,Medium,4.3
B-1188,Onion,Fresh,B,2026-02-05,2026-02-19,97,Ambient,New York,R-1188,26,0.45,direct,72.9,9,13.2,65.9,1.565,High,69,14,9,5,0,Medium,4.9
B-1189,Meat,Chilled,B,2026-02-02,2026-02-07,103,Refrigerated,Los Angeles,R-1189,283,4.29,direct,82.8,2,17.6,82.9,1.686,Medium,41,5,2,3,0,High,3.8
B-1190,Meat,Chilled,C,2026-02-03,2026-02-08,361,Refrigerated,Houston,R-1190,63,1.31,direct,90.7,1,9.2,78.2,1.7380000000000002,Medium,90,5,1,4,0,Medium,6.3
B-1191,Onion,Fresh,B,2026-02-01,2026-02-15,393,Ambient,Houston,R-1191,59,0.76,warehouse,91.6,2,23.0,44.3,1.7380000000000002,Medium,84,14,2,12,0,Medium,6.0
B-1192,Onion,Fresh,B,2026-02-03,2026-02-17,358,Ambient,Houston,R-1192,267,3.42,warehouse,84.8,4,15.0,66.1,1.7380000000000002,Medium,84,14,4,10,0,Medium,5.6
B-1193,Onion,Fresh,A,2026-02-03,2026-02-17,256,Ambient,Phoenix,R-1193,84,1.91,direct,86.3,2,18.2,80.9,1.8536,Medium,99,14,2,12,0,Medium,6.5
B-1194,Fish,Chilled,A,2026-02-01,2026-02-06,119,Refrigerated,New York,R-1194,265,4.82,warehouse,70.1,9,18.4,51.3,1.565,High,88,5,9,-4,1,High,5.4
B-1195,Tomato,Fresh,B,2026-02-06,2026-02-20,288,Ambient,New York,R-1195,208,3.92,direct,28.4,8,15.6,87.6,1.565,High,99,14,8,6,0,High,4.6
B-1196,Meat,Chilled,B,2026-02-07,2026-02-12,327,Refrigerated,Chicago,R-1196,498,11.32,warehouse,1.3,10,18.5,36.2,1.7147999999999999,Medium,91,5,10,-5,1,High,3.2
B-1197,Meat,Chilled,A,2026-02-03,2026-02-08,238,Refrigerated,Los Angeles,R-1197,195,3.82,warehouse,90.5,2,17.4,77.2,1.686,Medium,41,5,2,3,0,High,4.2
B-1198,Fish,Chilled,A,2026-02-09,2026-02-14,279,Refrigerated,Chicago,R-1198,100,1.89,direct,95.6,2,3.3,84.8,1.7147999999999999,Medium,52,5,2,3,0,Medium,4.8
B-1199,Meat,Chilled,A,2026-02-08,2026-02-13,445,Refrigerated,Houston,R-1199,72,1.53,warehouse,47.9,7,5.3,83.0,1.7380000000000002,Medium,90,5,7,-2,1,High,5.0
B-1200,Tomato,Fresh,B,2026-02-09,2026-02-23,88,Ambient,Chicago,R-1200,412,5.35,warehouse,77.0,5,4.9,34.5,1.7147999999999999,Medium,72,14,5,9,0,Medium,4.8
B-1201,Milk,Chilled,C,2026-02-09,2026-02-16,439,Refrigerated,Phoenix,R-1201,263,3.65,warehouse,100.0,0,21.6,46.1,1.8536,Medium,44,7,0,7,0,High,4.5
B-1202,Fish,Chilled,C,2026-02-05,2026-02-10,59,Refrigerated,Houston,R-1202,25,0.51,warehouse,66.3,7,10.4,78.5,1.7380000000000002,Medium,77,5,7,-2,1,Medium,5.0
B-1203,Onion,Fresh,C,2026-02-05,2026-02-19,120,Ambient,Phoenix,R-1203,252,4.67,warehouse,97.4,1,9.0,79.7,1.8536,Medium,99,14,1,13,0,Medium,6.6
B-1204,Milk,Chilled,B,2026-02-02,2026-02-09,117,Refrigerated,Houston,R-1204,360,6.21,direct,59.7,5,22.0,32.9,1.7380000000000002,Medium,74,7,5,2,1,High,4.4
B-1205,Milk,Chilled,B,2026-02-02,2026-02-09,276,Refrigerated,Chicago,R-1205,58,1.12,direct,100.0,0,12.4,37.3,1.7147999999999999,Medium,42,7,0,7,0,High,4.6
B-1206,Milk,Chilled,A,2026-02-04,2026-02-11,487,Refrigerated,New York,R-1206,231,3.16,warehouse,58.7,7,11.3,54.2,1.565,High,77,7,7,0,1,High,4.6
B-1207,Milk,Chilled,A,2026-01-31,2026-02-07,226,Refrigerated,Phoenix,R-1207,53,0.9,warehouse,79.7,4,8.0,35.0,1.8536,Medium,44,7,4,3,0,Medium,4.1
B-1208,Fish,Chilled,C,2026-02-03,2026-02-08,236,Refrigerated,Houston,R-1208,480,6.23,direct,88.2,2,14.8,32.9,1.7380000000000002,Medium,77,5,2,3,0,High,5.2
B-1209,Onion,Fresh,A,2026-02-03,2026-02-17,450,Ambient,New York,R-1209,205,4.46,direct,100.0,0,13.8,42.1,1.565,High,69,14,0,14,0,Medium,5.6
B-1210,Fish,Chilled,A,2026-02-09,2026-02-14,494,Refrigerated,Los Angeles,R-1210,319,4.04,direct,30.6,7,13.4,67.8,1.686,Medium,46,5,7,-2,1,High,2.4
B-1211,Meat,Chilled,B,2026-02-07,2026-02-12,434,Refrigerated,Houston,R-1211,308,4.05,direct,65.0,8,13.1,58.3,1.7380000000000002,Medium,90,5,8,-3,1,High,5.2
B-1212,Milk,Chilled,B,2026-02-05,2026-02-12,267,Refrigerated,Los Angeles,R-1212,35,0.45,direct,100.0,0,15.4,30.3,1.686,Medium,56,7,0,7,0,High,5.2
B-1213,Meat,Chilled,C,2026-02-07,2026-02-12,439,Refrigerated,Houston,R-1213,138,1.86,warehouse,79.2,4,14.3,36.7,1.7380000000000002,Medium,90,5,4,1,1,High,5.8
B-1214,Onion,Fresh,B,2026-02-05,2026-02-19,64,Ambient,New York,R-1214,417,6.73,direct,87.1,6,10.9,68.6,1.565,High,69,14,6,8,0,Medium,5.0
B-1215,Onion,Fresh,A,2026-02-03,2026-02-17,103,Ambient,New York,R-1215,370,6.49,direct,64.4,6,22.5,39.0,1.565,High,69,14,6,8,0,Medium,4.3
B-1216,Tomato,Fresh,A,2026-02-02,2026-02-16,437,Ambient,Phoenix,R-1216,456,6.42,direct,100.0,0,3.9,83.3,1.8536,Medium,95,14,0,14,0,Medium,6.3
B-1217,Meat,Chilled,B,2026-02-07,2026-02-12,480,Refrigerated,Houston,R-1217,233,5.3,warehouse,89.8,5,3.7,65.2,1.7380000000000002,Medium,90,5,5,0,1,Medium,6.1
B-1218,Fish,Chilled,B,2026-02-02,2026-02-07,177,Refrigerated,Chicago,R-1218,310,4.25,direct,86.2,5,4.1,87.7,1.7147999999999999,Medium,52,5,5,0,1,Medium,4.4
B-1219,Milk,Chilled,B,2026-02-02,2026-02-09,475,Refrigerated,Houston,R-1219,498,11.86,direct,94.0,1,24.6,85.4,1.7380000000000002,Medium,74,7,1,6,0,High,5.3
B-1220,Meat,Chilled,B,2026-02-05,2026-02-10,324,Refrigerated,Chicago,R-1220,360,9.0,warehouse,33.2,8,6.6,45.7,1.7147999999999999,Medium,91,5,8,-3,1,High,4.3
B-1221,Tomato,Fresh,A,2026-01-31,2026-02-14,271,Ambient,Phoenix,R-1221,357,5.49,warehouse,87.2,5,13.5,48.6,1.8536,Medium,95,14,5,9,0,Medium,6.1
B-1222,Milk,Chilled,C,2026-02-05,2026-02-12,304,Refrigerated,New York,R-1222,292,6.21,direct,80.9,2,12.9,71.4,1.565,High,77,7,2,5,0,High,5.2
B-1223,Tomato,Fresh,A,2026-02-07,2026-02-21,422,Ambient,Houston,R-1223,67,0.91,direct,100.0,0,20.6,51.9,1.7380000000000002,Medium,83,14,0,14,0,Medium,6.3
B-1224,Meat,Chilled,C,2026-02-09,2026-02-14,350,Refrigerated,Chicago,R-1224,434,5.79,warehouse,44.3,6,17.9,43.5,1.7147999999999999,Medium,91,5,6,-1,1,High,4.5
B-1225,Meat,Chilled,C,2026-02-06,2026-02-11,431,Refrigerated,Los Angeles,R-1225,114,2.07,direct,100.0,0,15.3,42.2,1.686,Medium,41,5,0,5,0,High,4.5
B-1226,Tomato,Fresh,B,2026-01-31,2026-02-14,431,Ambient,Houston,R-1226,11,0.17,direct,90.9,2,4.0,71.7,1.7380000000000002,Medium,83,14,2,12,0,Medium,6.0
B-1227,Meat,Chilled,C,2026-02-08,2026-02-13,67,Refrigerated,Houston,R-1227,470,6.62,direct,95.3,1,13.7,56.7,1.7380000000000002,Medium,90,5,1,4,0,High,6.0
B-1228,Meat,Chilled,A,2026-02-05,2026-02-10,193,Refrigerated,Houston,R-1228,104,1.32,warehouse,1.1,10,3.8,65.8,1.7380000000000002,Medium,90,5,10,-5,1,High,3.5
B-1229,Milk,Chilled,B,2026-02-01,2026-02-08,344,Refrigerated,New York,R-1229,172,3.51,direct,33.8,10,15.6,63.3,1.565,High,77,7,10,-3,1,High,3.9
B-1230,Onion,Fresh,C,2026-02-06,2026-02-20,199,Ambient,Los Angeles,R-1230,11,0.17,direct,75.8,6,11.0,40.0,1.686,Medium,60,14,6,8,0,Medium,4.7
B-1231,Milk,Chilled,C,2026-02-07,2026-02-14,244,Refrigerated,Phoenix,R-1231,211,4.14,direct,100.0,0,17.1,45.0,1.8536,Medium,44,7,0,7,0,High,4.5
B-1232,Milk,Chilled,B,2026-02-06,2026-02-13,65,Refrigerated,Chicago,R-1232,172,3.07,warehouse,85.9,2,2.5,88.1,1.7147999999999999,Medium,42,7,2,5,0,Medium,4.1
B-1233,Meat,Chilled,A,2026-01-31,2026-02-05,488,Refrigerated,Houston,R-1233,416,8.85,warehouse,89.8,3,9.8,72.8,1.7380000000000002,Medium,90,5,3,2,1,Medium,5.9
B-1234,Meat,Chilled,A,2026-02-04,2026-02-09,65,Refrigerated,Chicago,R-1234,213,2.84,warehouse,92.9,1,3.8,86.7,1.7147999999999999,Medium,91,5,1,4,0,Medium,6.2
B-1235,Fish,Chilled,C,2026-02-03,2026-02-08,417,Refrigerated,Los Angeles,R-1235,116,2.19,warehouse,49.8,9,12.3,41.8,1.686,Medium,46,5,9,-4,1,High,3.2
B-1236,Fish,Chilled,C,2026-02-01,2026-02-06,295,Refrigerated,Los Angeles,R-1236,108,1.48,direct,52.0,10,7.8,77.2,1.686,Medium,46,5,10,-5,1,Medium,3.3
B-1237,Milk,Chilled,C,2026-02-07,2026-02-14,324,Refrigerated,Chicago,R-1237,134,1.91,direct,100.0,0,13.7,77.3,1.7147999999999999,Medium,42,7,0,7,0,High,4.5
B-1238,Fish,Chilled,C,2026-02-04,2026-02-09,66,Refrigerated,New York,R-1238,385,4.87,warehouse,66.8,9,7.7,31.7,1.565,High,88,5,9,-4,1,Medium,5.1
B-1239,Milk,Chilled,C,2026-02-07,2026-02-14,189,Refrigerated,New York,R-1239,147,1.86,direct,45.5,9,13.0,45.5,1.565,High,77,7,9,-2,1,High,4.3
B-1240,Milk,Chilled,C,2026-02-04,2026-02-11,120,Refrigerated,Chicago,R-1240,90,2.09,warehouse,78.4,4,11.5,39.7,1.7147999999999999,Medium,42,7,4,3,0,High,3.9
B-1241,Meat,Chilled,C,2026-02-06,2026-02-11,416,Refrigerated,New York,R-1241,67,0.96,warehouse,92.3,1,15.8,74.8,1.565,High,66,5,1,4,0,High,5.3
B-1242,Fish,Chilled,B,2026-01-31,2026-02-05,251,Refrigerated,Phoenix,R-1242,398,6.03,direct,49.6,9,14.9,72.2,1.8536,Medium,66,5,9,-4,1,High,3.7
B-1243,Onion,Fresh,C,2026-02-06,2026-02-20,482,Ambient,Chicago,R-1243,354,6.0,direct,15.9,10,8.2,38.1,1.7147999999999999,Medium,55,14,10,4,0,High,2.3
B-1244,Onion,Fresh,B,2026-02-09,2026-02-23,452,Ambient,Phoenix,R-1244,476,6.1,warehouse,82.9,3,13.7,69.4,1.8536,Medium,99,14,3,11,0,Medium,6.0
B-1245,Meat,Chilled,A,2026-02-09,2026-02-14,160,Refrigerated,Houston,R-1245,182,2.3,warehouse,70.2,4,7.2,76.2,1.7380000000000002,Medium,90,5,4,1,1,Medium,5.5
B-1246,Fish,Chilled,A,2026-02-05,2026-02-10,239,Refrigerated,New York,R-1246,407,8.66,direct,81.5,2,23.8,37.7,1.565,High,88,5,2,3,0,High,5.6
B-1247,Fish,Chilled,B,2026-02-04,2026-02-09,282,Refrigerated,Phoenix,R-1247,277,6.76,warehouse,72.9,8,4.8,51.3,1.8536,Medium,66,5,8,-3,1,Medium,4.6
B-1248,Fish,Chilled,A,2026-02-01,2026-02-06,326,Refrigerated,Phoenix,R-1248,28,0.37,warehouse,95.1,1,2.3,79.0,1.8536,Medium,66,5,1,4,0,Medium,5.5
B-1249,Onion,Fresh,B,2026-02-02,2026-02-16,149,Ambient,New York,R-1249,217,4.34,warehouse,100.0,0,11.6,69.2,1.565,High,69,14,0,14,0,Medium,5.5
B-1250,Meat,Chilled,C,2026-02-09,2026-02-14,417,Refrigerated,Los Angeles,R-1250,342,4.62,warehouse,95.4,2,2.3,57.0,1.686,Medium,41,5,2,3,0,Medium,4.2
B-1251,Fish,Chilled,C,2026-02-09,2026-02-14,239,Refrigerated,Houston,R-1251,474,11.56,direct,67.2,6,8.3,55.9,1.7380000000000002,Medium,77,5,6,-1,1,Medium,4.6
B-1252,Milk,Chilled,A,2026-02-01,2026-02-08,421,Refrigerated,Houston,R-1252,472,8.14,direct,41.3,7,20.7,56.9,1.7380000000000002,Medium,74,7,7,0,1,High,3.7
B-1253,Milk,Chilled,A,2026-02-05,2026-02-12,143,Refrigerated,New York,R-1253,454,5.9,warehouse,91.5,1,22.5,36.5,1.565,High,77,7,1,6,0,High,5.4
B-1254,Tomato,Fresh,A,2026-02-02,2026-02-16,339,Ambient,Los Angeles,R-1254,204,2.87,direct,93.8,3,22.3,48.5,1.686,Medium,77,14,3,11,0,Medium,5.7
B-1255,Tomato,Fresh,B,2026-02-01,2026-02-15,81,Ambient,Los Angeles,R-1255,217,4.82,warehouse,68.5,4,6.3,73.3,1.686,Medium,77,14,4,10,0,Medium,4.9
B-1256,Milk,Chilled,B,2026-02-04,2026-02-11,209,Refrigerated,Houston,R-1256,438,6.54,direct,33.6,8,3.6,48.0,1.7380000000000002,Medium,74,7,8,-1,1,High,3.5
B-1257,Milk,Chilled,C,2026-02-05,2026-02-12,432,Refrigerated,Houston,R-1257,287,4.63,warehouse,74.7,3,10.9,43.1,1.7380000000000002,Medium,74,7,3,4,0,Medium,4.9
B-1258,Milk,Chilled,B,2026-02-09,2026-02-16,115,Refrigerated,Phoenix,R-1258,347,4.45,warehouse,94.1,1,2.7,36.8,1.8536,Medium,44,7,1,6,0,Medium,4.2
B-1259,Meat,Chilled,C,2026-02-07,2026-02-12,467,Refrigerated,Houston,R-1259,261,3.53,direct,64.5,5,11.5,49.4,1.7380000000000002,Medium,90,5,5,0,1,High,5.3
B-1260,Milk,Chilled,C,2026-02-01,2026-02-08,383,Refrigerated,Houston,R-1260,466,6.13,warehouse,100.0,0,21.3,82.2,1.7380000000000002,Medium,74,7,0,7,0,High,5.5
B-1261,Meat,Chilled,A,2026-02-03,2026-02-08,424,Refrigerated,Los Angeles,R-1261,81,1.14,direct,53.9,7,2.7,72.4,1.686,Medium,41,5,7,-2,1,Medium,3.2
B-1262,Onion,Fresh,B,2026-02-01,2026-02-15,72,Ambient,Houston,R-1262,375,6.82,direct,90.1,1,2.2,72.8,1.7380000000000002,Medium,84,14,1,13,0,Medium,5.7
B-1263,Tomato,Fresh,A,2026-02-05,2026-02-19,193,Ambient,Los Angeles,R-1263,374,4.73,direct,85.4,6,4.7,61.1,1.686,Medium,77,14,6,8,0,Medium,5.3
B-1264,Tomato,Fresh,C,2026-02-06,2026-02-20,317,Ambient,Chicago,R-1264,13,0.19,direct,72.1,8,6.4,34.5,1.7147999999999999,Medium,72,14,8,6,0,Medium,5.0
B-1265,Onion,Fresh,C,2026-02-07,2026-02-21,282,Ambient,Houston,R-1265,23,0.32,warehouse,78.8,5,20.8,59.9,1.7380000000000002,Medium,84,14,5,9,0,Medium,5.7
B-1266,Meat,Chilled,B,2026-02-06,2026-02-11,104,Refrigerated,Phoenix,R-1266,135,1.71,direct,68.0,5,24.0,88.9,1.8536,Medium,81,5,5,0,1,High,5.1
B-1267,Milk,Chilled,C,2026-02-01,2026-02-08,283,Refrigerated,New York,R-1267,172,2.65,direct,81.8,4,20.2,58.6,1.565,High,77,7,4,3,0,High,5.4
B-1268,Tomato,Fresh,A,2026-02-08,2026-02-22,229,Ambient,New York,R-1268,315,5.16,warehouse,59.0,5,11.7,85.7,1.565,High,99,14,5,9,0,Medium,5.4
B-1269,Fish,Chilled,C,2026-02-08,2026-02-13,491,Refrigerated,New York,R-1269,126,1.7,direct,92.2,1,13.8,33.8,1.565,High,88,5,1,4,0,High,6.2
B-1270,Fish,Chilled,A,2026-02-03,2026-02-08,403,Refrigerated,Phoenix,R-1270,441,5.96,warehouse,60.2,9,10.0,51.4,1.8536,Medium,66,5,9,-4,1,Medium,4.0
B-1271,Onion,Fresh,A,2026-02-05,2026-02-19,331,Ambient,Los Angeles,R-1271,305,4.92,direct,74.7,4,22.4,89.0,1.686,Medium,60,14,4,10,0,Medium,4.3
B-1272,Milk,Chilled,B,2026-02-07,2026-02-14,417,Refrigerated,Los Angeles,R-1272,341,5.09,warehouse,69.1,9,19.5,59.2,1.686,Medium,56,7,9,-2,1,High,4.0
B-1273,Fish,Chilled,C,2026-02-08,2026-02-13,343,Refrigerated,Houston,R-1273,111,2.31,warehouse,90.6,4,16.4,66.9,1.7380000000000002,Medium,77,5,4,1,1,High,5.7
B-1274,Fish,Chilled,B,2026-02-05,2026-02-10,273,Refrigerated,Chicago,R-1274,274,3.47,direct,54.3,5,21.1,82.8,1.7147999999999999,Medium,52,5,5,0,1,High,3.4
B-1275,Milk,Chilled,C,2026-01-31,2026-02-07,286,Refrigerated,Phoenix,R-1275,453,10.3,direct,93.6,1,4.7,71.8,1.8536,Medium,44,7,1,6,0,Medium,4.1
B-1276,Meat,Chilled,A,2026-02-05,2026-02-10,173,Refrigerated,Houston,R-1276,236,3.93,direct,58.9,7,23.6,86.0,1.7380000000000002,Medium,90,5,7,-2,1,High,5.1
